Year,incorporated_country,Primary activity,Primary sector,Market_Cap_USD,Third_party_verification,Revenue_USD,ebitda_USD,grossProfit_USD,netIncome_USD,cashAndCashEquivalents_USD,shortTermInvestments_USD,longTermInvestments_USD,totalAssets_USD,totalLiabilities_USD,totalInvestments_USD,totalDebt_USD,totalEquity_USD,Scope_3_emissions_type,Scope_3_emissions_amount,country_ghg_avg,country_population_avg,country_gdp_avg,random_normal,random_uniform
2018,United Kingdom,Electrical equipment,Electrical & electronic equipment,15951555600.0,No third-party verification or assurance,14435000000.0,2260000000.0,2729000000.0,1067000000.0,567000000.0,72000000.0,99000000.0,12480000000.0,8810000000.0,171000000.0,4344000000.0,3670000000.0,Investments,3835.0,428.7667262376237,67346924.78373283,3038320070320.4893,-1.7449811354835902,0.47186976905304323
2018,United Kingdom,Electrical equipment,Electrical & electronic equipment,15951555600.0,No third-party verification or assurance,14435000000.0,2260000000.0,2729000000.0,1067000000.0,567000000.0,72000000.0,99000000.0,12480000000.0,8810000000.0,171000000.0,4344000000.0,3670000000.0,Investments,3835.0,428.7667262376237,67346924.78373283,3038320070320.4893,0.4497240861215429,0.5989627890044749
2018,United Kingdom,Apparel stores,Discretionary retail,20514294498.38,Third-party verification or assurance process in place,19778980000.0,2363470000.0,4551680000.0,1278890000.0,1729740000.0,38100000.0,342900000.0,17388840000.0,5582920000.0,381000000.0,988060000.0,11805920000.0,Investments,73157.0,428.7667262376237,67346924.78373283,3038320070320.4893,0.0062073269551177175,0.2707140965501016
2018,United Kingdom,Pharmaceuticals,Biotech & pharma,75089272224.0,Third-party verification or assurance process in place,39142670000.0,9344660000.0,26136600000.0,4601210000.0,4919980000.0,106680000.0,1871980000.0,73743820000.0,69080380000.0,1978660000.0,33101280000.0,4663440000.0,Investments,14864.0,428.7667262376237,67346924.78373283,3038320070320.4893,0.8575408358271651,0.6817252659301808
2018,United Kingdom,Banks,Financial services,51106528610.97,Third-party verification or assurance process in place,23578820000.0,14249400000.0,23578820000.0,5463540000.0,70243700000.0,-51796950000.0,269464790000.0,1012949460000.0,949196730000.0,217667840000.0,139608560000.0,63752730000.0,Investments,19248.0,428.7667262376237,67346924.78373283,3038320070320.4893,1.26240394968804,0.9725183867622764
2018,United Kingdom,Building sub-contractors,Construction,651888458.73,Third-party verification or assurance process in place,3773805000.0,134620000.0,400431000.0,84836000.0,275844000.0,-23749000.0,128905000.0,1723517000.0,1283335000.0,105156000.0,72517000.0,440182000.0,Investments,98000.0,428.7667262376237,67346924.78373283,3038320070320.4893,-1.2276658748550353,0.8131358213017371
2018,United Kingdom,Other professional services,Specialized professional services,40648509000.0,Third-party verification or assurance process in place,9514840000.0,3328670000.0,6156960000.0,1805940000.0,144780000.0,12700000.0,370840000.0,17778730000.0,14782800000.0,323850000.0,8083550000.0,2995930000.0,Investments,140.0,428.7667262376237,67346924.78373283,3038320070320.4893,-0.7082806335690699,0.29333433150769794
2018,United Kingdom,0,0,6425996800.0,No third-party verification or assurance,-3421888000.0,-95123000.0,-8821039000.0,220345000.0,8734552000.0,88900000.0,105156000000.0,120430290000.0,119135906000.0,105244900000.0,442849000.0,1294384000.0,Investments,13515.0,428.7667262376237,67346924.78373283,3038320070320.4893,-0.8968307654348737,0.49704653531536247
2018,United Kingdom,Telecommunications services,"Media, telecommunications & data center services",45444326400.0,Third-party verification or assurance process in place,47159280000.0,14340240000.0,14586480000.000002,-4843800000.0,14727960000.000002,12774240000.0,5207760000.0,154290960000.0,85770360000.0,17982000000.0,57191400000.0,68520600000.00001,Investments,700000.0,428.7667262376237,67346924.78373283,3038320070320.4893,0.15412856291710117,0.7175941318002186
2018,USA,Inorganic base chemicals,Chemicals,35243010000.0,Third-party verification or assurance process in place,8930200000.0,3116200000.0,2740700000.0,1497800000.0,2791300000.0,184700000.0,1277200000.0,19178300000.0,8002000000.0,1461900000.0,3812600000.0,11176300000.0,Investments,1100000.0,5260.920556805897,331524312.67345613,23838586403358.613,-0.6018025447217258,0.21594706253190366
2018,USA,Banks,Financial services,45300026790.0,Third-party verification or assurance process in place,15124000000.0,9364000000.0,15124000000.0,4090000000.0,88000000000.0,58876000000.0,127289000000.0,362873000000.0,322005000000.0,186966000000.0,34329000000.0,40868000000.0,Investments,16000.0,5260.920556805897,331524312.67345613,23838586403358.613,0.0502719041938381,0.32049361301442203
2018,USA,Banks,Financial services,121841224000.0,Third-party verification or assurance process in place,72854000000.0,50240000000.0,39751000000.0,18045000000.0,188010000000.0,295250000000.0,614724000000.0,1917288000000.0,1720214000000.0,770281000000.0,264251000000.0,197074000000.0,Investments,18100000.0,5260.920556805897,331524312.67345613,23838586403358.613,1.315594788984847,0.7399796163604235
2018,USA,Solar energy equipment,Renewable energy equipment,4459727930.0,No third-party verification or assurance,2244044000.0,139638000.0,392177000.0,144326000.0,1403562000.0,1143704000.0,3186000.0,7121362000.0,1908959000.0,1146890000.0,466791000.0,5212403000.0,Investments,12250.0,5260.920556805897,331524312.67345613,23838586403358.613,0.83127228163877,0.09972259730286603
2018,USA,Precious metals & minerals mining,Metallic mineral mining,18503100000.0,Third-party verification or assurance process in place,7253000000.0,2529000000.0,1945000000.0,341000000.0,3397000000.0,48000000.0,271000000.0,20715000000.0,9203000000.0,319000000.0,4261000000.0,11512000000.0,Investments,8500.0,5260.920556805897,331524312.67345613,23838586403358.613,-0.8777973988405486,0.3750598902305421
