Year,incorporated_country,Primary activity,Primary sector,Market_Cap_USD,Third_party_verification,Revenue_USD,ebitda_USD,grossProfit_USD,netIncome_USD,cashAndCashEquivalents_USD,shortTermInvestments_USD,longTermInvestments_USD,totalAssets_USD,totalLiabilities_USD,totalInvestments_USD,totalDebt_USD,totalEquity_USD,Scope_3_emissions_type,Scope_3_emissions_amount,country_ghg_avg,country_population_avg,country_gdp_avg,random_normal,random_uniform
2018,United Kingdom,Insurance,Financial services,10193435961.83,Third-party verification or assurance process in place,2912110000.0,1482090000.0,2814320000.0,1054100000.0,1447800000.0,7620000.0,6626860000.0,15896590000.0,6322060000.0,6626860000.0,1647190000.0,9574530000.0,Fuel-and-energy-related activities,1373.0,428.7667262376237,67346924.78373283,3038320070320.4893,-0.1953903283340478,0.6874424672464469
2018,United Kingdom,Electrical equipment,Electrical & electronic equipment,15951555600.0,No third-party verification or assurance,14435000000.0,2260000000.0,2729000000.0,1067000000.0,567000000.0,72000000.0,99000000.0,12480000000.0,8810000000.0,171000000.0,4344000000.0,3670000000.0,Fuel-and-energy-related activities,103000.0,428.7667262376237,67346924.78373283,3038320070320.4893,-2.2583111018618367,0.336880249138653
2018,United Kingdom,Electrical equipment,Electrical & electronic equipment,15951555600.0,No third-party verification or assurance,14435000000.0,2260000000.0,2729000000.0,1067000000.0,567000000.0,72000000.0,99000000.0,12480000000.0,8810000000.0,171000000.0,4344000000.0,3670000000.0,Fuel-and-energy-related activities,103000.0,428.7667262376237,67346924.78373283,3038320070320.4893,-1.545577048343726,0.5814230237146332
2018,United Kingdom,Apparel stores,Discretionary retail,20514294498.38,Third-party verification or assurance process in place,19778980000.0,2363470000.0,4551680000.0,1278890000.0,1729740000.0,38100000.0,342900000.0,17388840000.0,5582920000.0,381000000.0,988060000.0,11805920000.0,Fuel-and-energy-related activities,452806.0,428.7667262376237,67346924.78373283,3038320070320.4893,1.3236090428684129,0.08201837866317663
2018,United Kingdom,Pharmaceuticals,Biotech & pharma,74410910000.0,Third-party verification or assurance process in place,22090000000.0,7165000000.0,17154000000.0,2155000000.0,4831000000.0,849000000.0,113000000.0,60651000000.0,46607000000.0,922000000.0,19113000000.0,14044000000.0,Fuel-and-energy-related activities,112578.0,428.7667262376237,67346924.78373283,3038320070320.4893,0.20628565884169764,0.3482144097243761
2018,United Kingdom,Insurance,Financial services,18800104598.09,Third-party verification or assurance process in place,28284170000.0,256540000.0,28284170000.0,1991360000.0,20226020000.0,18415000000.0,70730110000.0,545491670000.0,11644630000.0,89145110000.0,13606780000.0,23437850000.0,Fuel-and-energy-related activities,1749.0,428.7667262376237,67346924.78373283,3038320070320.4893,-2.6053971250494636,0.8635658145873043
2018,United Kingdom,Residential building construction,Construction,6017675204.91,Third-party verification or assurance process in place,6049137000.0,1152398000.0,1380998000.0,939800000.0,1442720000.0,1524000.0,240030000.0,9353804000.0,3170174000.0,240030000.0,1699768000.0,6183630000.0,Fuel-and-energy-related activities,827.0,428.7667262376237,67346924.78373283,3038320070320.4893,0.5485938012010724,0.8451509282752669
2018,United Kingdom,REIT,Financial services,6501390821.17,Third-party verification or assurance process in place,1148080000.0,-302260000.0,641350000.0,-369570000.0,307340000.0,-195580000.0,3597910000.0,15565120000.0,4530090000.0,3402330000.0,3966210000.0,11035030000.0,Fuel-and-energy-related activities,45247.0,428.7667262376237,67346924.78373283,3038320070320.4893,-0.3814505704871562,0.864655830353456
2018,United Kingdom,Telecommunications services,"Media, telecommunications & data center services",29971087503.73,Third-party verification or assurance process in place,29753560000.0,9392920000.0,19542760000.0,2741930000.0,2059940000.0,4081780000.0,128270000.0,58784490000.0,45872400000.0,128270000.0,21432520000.0,12912090000.0,Fuel-and-energy-related activities,232000.0,428.7667262376237,67346924.78373283,3038320070320.4893,-1.961132892588582,0.8994998151683032
2018,United Kingdom,Clothing manufacture,Textiles & fabric goods,9107208600.38,Third-party verification or assurance process in place,3470656000.0,734568000.0,2409698000.0,372745000.0,1162431000.0,2032000.0,7366000.0,2823210000.0,1012952000.0,9398000.0,29464000.0,1810258000.0,Fuel-and-energy-related activities,2323.0,428.7667262376237,67346924.78373283,3038320070320.4893,1.293832035277382,0.7185166327729553
2018,United Kingdom,Non-alcoholic beverages,Food & beverage processing,24113808535.68,Third-party verification or assurance process in place,12837710684.160002,2319437043.36,4906372845.6,1013151502.44,301320055.08000004,32400005.4,2160000.0,19673283627.72,12584162319.84,34560005.400000006,6067441117.8,7089121306.8,Fuel-and-energy-related activities,77089.0,428.7667262376237,67346924.78373283,3038320070320.4893,-0.3577565812134667,0.6048513704776805
2018,United Kingdom,Residential building construction,Construction,1070923098.18,Third-party verification or assurance process in place,1423670000.0,232791000.0,313563000.0,181356000.0,234061000.0,4191000.0,1651000.0,2058035000.0,949706000.0,1651000.0,482473000.0,1108329000.0,Fuel-and-energy-related activities,1443.0,428.7667262376237,67346924.78373283,3038320070320.4893,-1.661372540869623,0.9395717204978319
2018,United Kingdom,Alcoholic beverages,Food & beverage processing,85830537000.0,Third-party verification or assurance process in place,15447010000.0,5896610000.0,9561830000.0,3837940000.0,1109980000.0,44450000.0,4066540000.0,37738050000.0,22862540000.0,4110990000.0,12575540000.0,14875510000.0,Fuel-and-energy-related activities,162704.0,428.7667262376237,67346924.78373283,3038320070320.4893,1.5233991593044947,0.9730049100442044
2018,United Kingdom,Insurance,Financial services,5529276089.0,No third-party verification or assurance,4317365000.0,866140000.0,4317365000.0,601599000.0,1466088000.0,5264912000.0,5454396000.0,11920347000.0,8212455000.0,10719308000.0,408305000.0,3707892000.0,Fuel-and-energy-related activities,876.18,428.7667262376237,67346924.78373283,3038320070320.4893,-0.25754529789702973,0.4315591735495372
2018,United Kingdom,Fast food,"Bars, hotels & restaurants",1451018724.83,No third-party verification or assurance,678561000.0,129667000.0,283464000.0,62230000.0,31496000.0,-50038000.0,113157000.0,506095000.0,502920000.0,63119000.0,289687000.0,3175000.0,Fuel-and-energy-related activities,369.0,428.7667262376237,67346924.78373283,3038320070320.4893,1.0832991540309962,0.6274452989685991
2018,United Kingdom,Non-CCGT generation,Thermal power generation,1845032124.0,Question not applicable,5370830000.0,408686000.0,812038000.0,25654000.0,367030000.0,-694309000.0,697357000.0,5753481000.0,3504311000.0,3048000.0,772287000.0,2249170000.0,Fuel-and-energy-related activities,1023443.2,428.7667262376237,67346924.78373283,3038320070320.4893,-0.21937844294910216,0.515983443930759
2018,United Kingdom,Pharmaceuticals,Biotech & pharma,75089272224.0,Third-party verification or assurance process in place,39142670000.0,9344660000.0,26136600000.0,4601210000.0,4919980000.0,106680000.0,1871980000.0,73743820000.0,69080380000.0,1978660000.0,33101280000.0,4663440000.0,Fuel-and-energy-related activities,294378.0,428.7667262376237,67346924.78373283,3038320070320.4893,1.360203957971639,0.10782817350572682
2018,United Kingdom,Real estate owners & developers,Land & property ownership & development,485390304.3,No third-party verification or assurance,41960800.0,80609440.0,30411420.0,54127400.0,247512840.0,-1162050.0,32500570.0,1352165190.0,631535440.0,31338520.0,542888170.0,720629750.0,Fuel-and-energy-related activities,277.6,428.7667262376237,67346924.78373283,3038320070320.4893,0.17074186517521248,0.2651135580483359
2018,United Kingdom,Tobacco products,Tobacco,28869836754.75,Third-party verification or assurance process in place,19514820000.0,4827270000.0,7632700000.0,1737360000.0,984250000.0,35560000.0,1659890000.0,39176960000.0,30991810000.0,1695450000.0,15233650000.0,8185150000.0,Fuel-and-energy-related activities,36888.81,428.7667262376237,67346924.78373283,3038320070320.4893,-0.8465338050874874,0.9883114118348747
2018,United Kingdom,Asset managers,Financial services,3365522823.17,Third-party verification or assurance process in place,526161000.0,16510000.0,526161000.0,228727000.0,449580000.0,98171000.0,7243572000.0,8278241000.0,6507480000.0,7341743000.0,5883275000.0,1770760998.73,Fuel-and-energy-related activities,155.41,428.7667262376237,67346924.78373283,3038320070320.4893,0.40425759806442935,0.50991356688759
2018,United Kingdom,"Supermarkets, food & drugstores",Convenience retail,7402027429.85,Third-party verification or assurance process in place,36838890000.0,2133600000.0,2919730000.0,236220000.0,591820000.0,267970000.0,557530000.0,35573970000.0,25690830000.0,557530000.0,10177780000.0,9883140000.0,Fuel-and-energy-related activities,185523.0,428.7667262376237,67346924.78373283,3038320070320.4893,1.1629698916715332,0.5695921009720367
2018,United Kingdom,REIT,Financial services,7559751200.0,Third-party verification or assurance process in place,961390000.0,637540000.0,736600000.0,-151130000.0,17780000.0,15240000.0,1324610000.0,17823180000.0,5224780000.0,1324610000.0,4801870000.0,12598400000.0,Fuel-and-energy-related activities,11699.0,428.7667262376237,67346924.78373283,3038320070320.4893,0.5546016771706702,0.6098489004397147
2018,United Kingdom,Banks,Financial services,51106528610.97,Third-party verification or assurance process in place,23578820000.0,14249400000.0,23578820000.0,5463540000.0,70243700000.0,-51796950000.0,269464790000.0,1012949460000.0,949196730000.0,217667840000.0,139608560000.0,63752730000.0,Fuel-and-energy-related activities,47987.0,428.7667262376237,67346924.78373283,3038320070320.4893,1.4925219947651267,0.9212745681789547
2018,United Kingdom,Banks,Financial services,18207317622.63,Third-party verification or assurance process in place,2711450000.0,1203960000.0,2423160000.0,609600000.0,1917700000.0,1094740000.0,31750000.0,1070414420000.0,1065717960000.0,31750000.0,2797810000.0,4696460000.0,Fuel-and-energy-related activities,915.0,428.7667262376237,67346924.78373283,3038320070320.4893,0.8988878776952247,0.6625477028970979
2018,United Kingdom,"Supermarkets, food & drugstores",Convenience retail,4877303726.45,Third-party verification or assurance process in place,13179171000.0,1089406000.0,4739005000.0,42545000.0,362458000.0,173736000.0,36195000.0,11240770000.0,8104886000.0,209931000.0,5443092998.7300005,3135884000.0,Fuel-and-energy-related activities,25203.0,428.7667262376237,67346924.78373283,3038320070320.4893,-2.0066313154358206,0.46622704824991124
2018,United Kingdom,Building sub-contractors,Construction,651888458.73,Third-party verification or assurance process in place,3773805000.0,134620000.0,400431000.0,84836000.0,275844000.0,-23749000.0,128905000.0,1723517000.0,1283335000.0,105156000.0,72517000.0,440182000.0,Fuel-and-energy-related activities,499.0,428.7667262376237,67346924.78373283,3038320070320.4893,-0.9087570057614212,0.5177700119222253
