Symbol_1,date,environmentalScore,socialScore,governanceScore,ESGScore
6849.T,,,,,
4370569Z.MC,,,,,
AFOP,2015-12-31,62.1,63.15,63.78,63.01
MFG.AX,,,,,
FSF.NZ,,,,,
ATT.JO,,,,,
VVAR3.SA,,,,,
SCTY,2020-09-30,70.77,74.68,76.91,74.12
7280.T,,,,,
5703.T,,,,,
7291.T,,,,,
ATSN,,,,,
LIX,,,,,
ARRS,2018-12-31,64.35,63.71,66.19,64.75
6740.T,,,,,
6756.T,,,,,
BAS1V.HE,,,,,
INDV.L,,,,,
6383.T,,,,,
TPIS3.SA,,,,,
4100.T,,,,,
SUNEQ,,,,,
DC/.L,,,,,
4481227Z,,,,,
8238322Z,,,,,
HASI,2024-12-31,70.52,65.03,63.21,66.25
7781872Z.T,,,,,
1023Z.NZ,,,,,
AXTELCPO.MX,,,,,
3605926Z.BO,,,,,
COLOM,,,,,
BXLT,2016-03-31,81.03,69.69,68.69,73.14
S32.AX,,,,,
CLNX.MC,,,,,
1000Z.CO,,,,,
GOZ.AX,,,,,
HSS.L,,,,,
FINGB.ST,,,,,
1723080Z.L,,,,,
EPR.OL,,,,,
WPG.L,,,,,
EKT.MC,,,,,
VCX.AX,,,,,
1038Z.HE,,,,,
1488603D.HE,,,,,
GPSC.BK,,,,,
4155293Z,,,,,
1728160Z.L,,,,,
KLNMA.IS,,,,,
VESTA*.MX,,,,,
ABN.AS,,,,,
AGU.TO,,,,,
AGK.L,,,,,
7259.T,,,,,
9202.T,,,,,
ALPHA.AT,,,,,
ABC,2023-12-31,50.45,53.13,67.32,56.97
090430.KS,,,,,
A3M.MC,,,,,
ADM,2024-09-30,58.86,45.29,63.57,55.91
AIZ,2024-09-30,46.4,62.15,56.9,55.15
ATRLJB.ST,,,,,
NDA.DE,,,,,
EZE.MC,,,,,
GBF.DE,,,,,
5108.T,,,,,
CARL-B.CO,,,,,
CTLT,2024-09-30,65.83,73.35,67.72,68.97
2883.TW,,,,,
LISN.SW,,,,,
000002.SZ,,,,,
CIR.MI,,,,,
INGR,2024-09-30,58.31,65.86,74.17,66.11
COST,2024-11-24,58.86,63.26,67.97,63.36
DVA,2024-12-31,61.57,48.91,60.7,57.06
DEB.L,,,,,
DOV,2024-12-31,72.26,55.83,67.41,65.16
UFS,2021-09-30,60.38,58.04,67.7,62.04
DUK,2024-09-30,50.87,72.8,74.09,65.92
RF.PA,,,,,
FE,2024-09-30,50.35,55.12,70.75,58.74
6505.TW,,,,,
1326.TW,,,,,
2881.TW,,,,,
G1A.DE,,,,,
GGP,,,,,
HR-U.TO,,,,,
2433.T,,,,,
HUSQB.ST,,,,,
4168877Z.ST,,,,,
IMO.TO,,,,,
IPL.AX,,,,,
IH.BO,,,,,
IPN.PA,,,,,
JHX.AX,,,,,
2811.T,,,,,
9503.T,,,,,
INTU.L,,,,,
LOGN.SW,,,,,
LYB,2024-09-30,52.83,59.45,69.11,60.46
MFI.TO,,,,,
MA,2024-12-31,58.44,56.8,65.13,60.13
2454.TW,,,,,
MGGT.L,,,,,
MU,2024-11-28,55.96,61.34,64.22,60.51
MCM.MC,,,,,
8058.T,,,,,
4182.T,,,,,
7211.T,,,,,
5706.T,,,,,
MTX.DE,,,,,
MVV1.DE,,,,,
1303.TW,,,,,
2408.TW,,,,,
2871.T,,,,,
4021.T,,,,,
OSH.AX,,,,,
OKE,2024-09-30,56.42,73.85,76.32,68.86
PCAR,2024-09-30,66.97,59.24,61.64,62.62
PEY.TO,,,,,
VAC.PA,,,,,
PSM.DE,,,,,
QUAN.SW,,,,,
RATOB.ST,,,,,
RCO.PA,,,,,
RMV.L,,,,,
RWA.L,,,,,
SALM.OL,,,,,
016360.KS,,,,,
4536.T,,,,,
SBMO.AS,,,,,
SCR.PA,,,,,
4507.T,,,,,
SMIN.L,,,,,
SYK,2024-12-31,66.76,56.32,62.68,61.92
8316.T,,,,,
3045.TW,,,,,
5901.T,,,,,
TRV,2024-12-31,45.39,52.31,53.27,50.32
JCI,2024-12-31,80.31,80.88,71.8,77.66
TEL,2024-12-27,74.89,74.53,71.61,73.68
7272.T,,,,,
FROTO.IS,,,,,
TKFEN.IS,,,,,
ULKER.IS,,,,,
YKBNK.IS,,,,,
046890.KS,,,,,
AD.AS,,,,,
SULA11.SA,,,,,
3037.TW,,,,,
MERY.PA,,,,,
SM,2024-09-30,67.8,80.07,87.4,78.42
1434.TW,,,,,
2892.TW,,,,,
LUMI.TA,,,,,
RCDO.L,,,,,
BNS.MI,,,,,
VPK.AS,,,,,
6239.TW,,,,,
EDC,,,,,
ITMG.JK,,,,,
1102.TW,,,,,
DTC.JO,,,,,
011780.KS,,,,,
OKDBV.HE,,,,,
WST,2024-09-30,96.46,66.24,77.8,80.17
NOLAB.ST,,,,,
APPS.MC,,,,,
UNFI,2024-11-02,97.49,84.98,82.47,88.31
BAR.BR,,,,,
IBAB.BR,,,,,
OCDO.L,,,,,
SGP.L,,,,,
BEIAB.ST,,,,,
RUALR,,,,,
AFYON.IS,,,,,
ALBRK.IS,,,,,
CPX.TO,,,,,
VESBE.IS,,,,,
DGC.TO,,,,,
4555.T,,,,,
COL.MC,,,,,
BNR.DE,,,,,
142.HK,,,,,
SMPH,,,,,
CEY.L,,,,,
LIGHT.AS,,,,,
AGLTY,,,,,
CREE,2021-09-26,57.13,60.14,70.93,62.73
4190377Z.MI,,,,,
4764601ZPL,,,,,
1301.TW,,,,,
HNI,2024-09-28,54.37,64.77,67.67,62.27
1436Z.BO,,,,,
SFER.MI,,,,,
OPHR.L,,,,,
BILIA.ST,,,,,
ATEB.BR,,,,,
EMMN.SW,,,,,
AUTN.SW,,,,,
VITROA.MX,,,,,
1259263Z.L,,,,,
3102178Z.BR,,,,,
SWL.L,,,,,
6302495Z.DE,,,,,
549926Z.MC,,,,,
FNF,2024-09-30,44.22,64.48,55.16,54.62
FCE/A,,,,,
3751544Z.MC,,,,,
AIRSYZ.SZ,,,,,
MLNK,2024-09-30,70.95,63.23,65.52,66.57
973.HK,,,,,
8953.T,,,,,
6999.T,,,,,
3454.TW,,,,,
3311.HK,,,,,
TPS1V.HE,,,,,
CZLT33.SA,,,,,
VNA.DE,,,,,
ORA.AX,,,,,
VOYA,2024-09-30,50.31,67.56,58.92,58.93
FN,2024-12-27,63.36,86.48,76.77,75.54
ACBK,,,,,
KOSEPCO.KS,,,,,
DELTA.BK,,,,,
ONTEX.BR,,,,,
APGN.SW,,,,,
018260.KS,,,,,
KWE.L,,,,,
INWI.ST,,,,,
RECIB.ST,,,,,
002068.SZ,,,,,
AENA.MC,,,,,
FARM,2024-12-31,67.67,66.04,62.31,65.34
7883.T,,,,,
0488972D.IS,,,,,
WRK,2024-03-31,59.26,59.06,64.49,60.94
ENECO,,,,,
H.TO,,,,,
CPRE3.SA,,,,,
GVNV.AS,,,,,
KHC,2024-12-28,57.07,64.5,61.48,61.02
HPQ,2024-10-31,81.32,70.57,63.58,71.82
HPE,2024-10-31,77.3,69.91,65.96,71.06
CRC,2024-09-30,71.71,70.86,72.08,71.55
KEYS,2024-10-31,64.37,70.85,68.27,67.83
CSRA,,,,,
539437.BO,,,,,
017810.KS,,,,,
DOKA.SW,,,,,
INFO,2021-11-30,62.69,70.04,65.39,66.04
AGR,2024-09-30,74,59.07,63.19,65.42
TIET11.SA,,,,,
ARNC,2023-06-30,72.29,77.79,61.8,70.63
DVMT,,,,,
2678.T,,,,,
AKERBP.OL,,,,,
MONET.PR,,,,,
IG.MI,,,,,
MDM.PA,,,,,
WAVE.PA,,,,,
DBEL.BO,,,,,
CSP.L,,,,,
TOR.JO,,,,,
1292134D,,,,,
VSM,2019-03-31,55.45,61.23,62.83,59.84
62C.DE,,,,,
MAERSKB.CO,,,,,
ABDN.L,,,,,
ACA.L,,,,,
6282.TW,,,,,
6166.TW,,,,,
ADTN,2024-09-30,94.55,89.86,68.53,84.31
2395.TW,,,,,
AEM,2024-10-30,65.64,63.71,73.43,67.59
AMG,2024-12-31,40.85,54.43,55.46,50.25
AFRY.ST,,,,,
7660951Z,,,,,
AHSL.ST,,,,,
AIBG.L,,,,,
4206.T,,,,,
AKRBP.OL,,,,,
AKTIA.HE,,,,,
ALMA.HE,,,,,
GOOGL,2024-12-31,69.8,54.39,55.59,59.93
ALA.TO,,,,,
AMCR,2024-12-31,30.77,52.72,69.53,51.01
LAME4.SA,,,,,
AMP,2024-09-30,62.77,52.74,64.07,59.86
AMKR,2024-09-30,53.57,52.57,58.61,54.92
6091895Z.L,,,,,
ADI,2024-11-02,64.88,64.93,65.97,65.26
8219.T,,,,,
APO.AX,,,,,
APTV,2024-12-31,70.15,63.88,64.36,66.13
ARVND.BO,,,,,
ASH,2024-12-31,53.58,60.24,64.6,59.47
APUUY,,,,,
3017.TW,,,,,
ASRNL.AS,,,,,
AST.MI,,,,,
AT.MI,,,,,
AVYA,2022-12-31,69.83,75.45,65.95,70.41
PFAVH,,,,,
SPR,2024-09-26,67.05,63.64,71.59,67.43
AMER3.SA,,,,,
B3SA3.SA,,,,,
BKR,2024-12-31,68.16,64.27,61.72,64.72
BBDC4.SA,,,,,
BIRG.L,,,,,
BLLA.MI,,,,,
BTG.DE,,,,,
BHP.L,,,,,
BCT.BK,,,,,
3665.TW,,,,,
BOL.PA,,,,,
BONAVA.ST,,,,,
BRC,2024-10-31,83.82,73.9,75.6,77.77
BRKM5.SA,,,,,
CCR.L,,,,,
CBT,2024-12-31,89.25,67.76,72.4,76.47
CTC/A.TO,,,,,
CWG.L,,,,,
AFX.DE,,,,,
CBRE,2024-12-31,66.5,63.49,68.47,66.16
CBS,2020-03-31,55.46,73.63,67.3,65.46
CCL/B.TO,,,,,
ELET3.SA,,,,,
CRL,2024-09-28,67.14,70.77,70.7,69.54
6230.TW,,,,,
257.HK,,,,,
9502.T,,,,,
CPLE6.SA,,,,,
CFG,2024-12-31,44.58,59.78,52.97,52.44
1000L.L,,,,,
CLI.L,,,,,
CCEP,2023-12-31,71.03,66.96,73.37,70.46
COMI,,,,,
LCAM3.SA,,,,,
CMIG3,,,,,
CMP,2023-09-30,63.32,64.76,61.94,63.34
CEIX,2024-09-30,52.92,62.82,56.49,57.41
CEN.NZ,,,,,
CTEC.L,,,,,
CLB,2024-12-31,61.67,59.05,64.87,61.86
0129991D,,,,,
COV.PA,,,,,
CCK,2024-09-30,62.15,58.22,63.66,61.34
7905.T,,,,,
DHG.L,,,,,
DB1,,,,,
8374885Z.PA,,,,,
DIC.DE,,,,,
DLR,2024-09-30,48.91,55.57,52.81,52.43
DGH.JO,,,,,
DNA.HE,,,,,
D,2024-09-30,59.2,75.5,75.34,70.02
EDEN.PA,,,,,
FGR.PA,,,,,
GEB,2020-03-31,71.39,67.37,72.79,70.52
CMPC.SN,,,,,
1558953D.AS,,,,,
ELPL3.SA,,,,,
ENKAI.IS,,,,,
EQNR.OL,,,,,
1937310Z.L,,,,,
WTRG,2024-09-30,52.43,61.63,73.72,62.59
EL.PA,,,,,
ESSITYA.ST,,,,,
2618.TW,,,,,
EVK.DE,,,,,
FERG.L,,,,,
FCT.MI,,,,,
FCR-U.TO,,,,,
FSOL.BO,,,,,
FISV,2024-09-30,89.87,80.88,78.84,83.2
7241.T,,,,,
GALSURF.BO,,,,,
GALE.SW,,,,,
GTT.PA,,,,,
4906.TW,,,,,
FI-N.SW,,,,,
GEST.MC,,,,,
GSF.OL,,,,,
8218328Z.MC,,,,,
GES,2024-11-02,90.36,67.6,72.02,76.66
PEAK,2023-12-31,64.82,73.09,69.16,69.03
HTZGQ,2020-12-31,57.32,63.91,60.47,60.57
8586.T,,,,,
HOLN.SW,,,,,
BOSS.DE,,,,,
HUH1V.HE,,,,,
IDA,2024-09-30,67.04,51.43,65.7,61.39
ITW,2024-12-31,59.49,62.96,65.82,62.75
IAG,2024-06-30,57.23,67,59.89,61.37
IPG,2024-09-30,61.02,59.04,70.82,63.63
INVEB.ST,,,,,
3099.T,,,,,
ITUB4.SA,,,,,
IVN.TO,,,,,
79281Z,,,,,
GENEXZ.T,,,,,
JBLU,2024-12-31,57.37,60.06,63.63,60.35
JSW.BO,,,,,
JYSK.CO,,,,,
1942.T,,,,,
1837239D.IS,,,,,
KELYA,2024-12-29,61.22,59.5,62.88,61.2
636.HK,,,,,
KESKOB.HE,,,,,
KDP,2024-09-30,76.87,61.26,74.96,71.03
000270.KS,,,,,
KE,2024-12-31,55.19,77.92,58.02,63.71
KINDSDB.ST,,,,,
KGX.DE,,,,,
KLBN3.SA,,,,,
KCO.DE,,,,,
KHCO,,,,,
KCR.HE,,,,,
4922.T,,,,,
BBWI,2024-11-02,29.83,32.66,28.16,30.21
LHX,2025-01-03,49.94,65.43,65.89,60.42
LH,2024-12-31,48.6,52.69,59.89,53.73
LTI.BO,,,,,
LSCC,2024-12-28,59.03,62.79,61.31,61.04
LDOS,2025-01-03,56.52,60.14,69.54,62.07
3698.TW,,,,,
LNA.DE,,,,,
LIN,2024-09-30,50.98,55.59,72.44,59.67
7966.T,,,,,
FII.PA,,,,,
LSEG.L,,,,,
3533.TW,,,,,
LUMN,2024-09-30,25.04,30.49,25.54,27.03
LITE,2024-12-28,51.36,53.62,62.65,55.88
LUNE.ST,,,,,
LKAB.ST,,,,,
2893686Z.L,,,,,
MDC.L,,,,,
MEG.TO,,,,,
2270.T,,,,,
6508.T,,,,,
2269.T,,,,,
MCY.NZ,,,,,
MSSR.DE,,,,,
B4B.DE,,,,,
MTD,2024-12-31,66.95,44.91,55.1,55.66
MGM,2024-09-30,61.61,61.33,63.82,62.25
ACIEXZ.SZ,,,,,
6479.T,,,,,
5739485Z.T,,,,,
MOBN.SW,,,,,
MTM.JO,,,,,
MONET,,,,,
MOWI.OL,,,,,
8012.T,,,,,
NTGY.MC,,,,,
NWG.L,,,,,
NCCB.ST,,,,,
NPTN,2022-06-30,49.67,66.98,53.86,56.84
17.HK,,,,,
NWSA,2024-12-31,53.45,45.08,45.07,47.86
005940.KS,,,,,
1820.T,,,,,
5943.T,,,,,
3979452Z.CO,,,,,
1518971D,,,,,
NLOK,2024-12-27,61.94,67.94,61.97,63.95
OHLA.MC,,,,,
OXY,2024-09-30,64.57,81.31,60.63,68.83
0030080D,,,,,
6282.T,,,,,
96070Z.HE,,,,,
ORI.AX,,,,,
ORNBV.HE,,,,,
ORSTED.CO,,,,,
OSR.DE,,,,,
PKG,2024-09-30,66.38,68.9,62.45,65.91
PNDXB.ST,,,,,
PXT.TO,,,,,
PCTI,2023-09-30,72.49,67.68,63.03,67.73
PDL.AX,,,,,
PETR4.SA,,,,,
PIEL.BO,,,,,
PIRC.MI,,,,,
4927.T,,,,,
14202MF,,,,,
397.HK,,,,,
PPL,2024-12-31,53.21,61.1,69.05,61.12
PRY.MI,,,,,
FASW.JK,,,,,
PEG,2024-09-30,59.44,75.78,73.61,69.61
QBR/B,,,,,
44998Z,,,,,
RCH.L,,,,,
REE.MC,,,,,
RF,2024-09-30,46.4,63.68,55.01,55.03
1165Z.OL,,,,,
8308.T,,,,,
1515.TW,,,,,
GEPA3.SA,,,,,
SAF.PA,,,,,
SAP.TO,,,,,
SCHN,2023-11-30,55.53,64.53,58.6,59.55
SMTC,2024-10-27,63.69,69.33,64.06,65.69
VII.TO,,,,,
ADFWNZ.SZ,,,,,
SHP.JO,,,,,
7274.T,,,,,
SIS.MI,,,,,
SSW.JO,,,,,
SIKA.SW,,,,,
WAF.DE,,,,,
SLG,2024-09-30,56.37,53.92,51.78,54.03
2331.T,,,,,
2768.T,,,,,
SXS.L,,,,,
STEM.L,,,,,
STM.PA,,,,,
STOCKA.HE,,,,,
7737488Z,,,,,
5232.T,,,,,
SDRY.L,,,,,
TMUS,2024-12-31,52.61,52.14,62.42,55.72
1969.T,,,,,
TTK.DE,,,,,
TKTT.PA,,,,,
TATACONS.BO,,,,,
1556417D.T,,,,,
TECN.SW,,,,,
TECK/B.TO,,,,,
1323466Z.L,,,,,
TEVA.TA,,,,,
TXT,2024-12-28,61.54,54.4,66.09,60.68
LEGO.CO,,,,,
NVG.LS,,,,,
3950.T,,,,,
SO,2024-09-30,62.44,75.08,72.24,69.92
TIETO.HE,,,,,
9506.T,,,,,
6995.T,,,,,
4042.T,,,,,
TTE.PA,,,,,
585233Z.AS,,,,,
TT,2024-12-31,68.61,72.11,66.33,69.01
1007Z.JO,,,,,
TNL,2024-09-30,16.63,25.27,24.37,22.09
TRMB,2024-09-27,53.14,61.58,62.06,58.93
TSE,2024-09-30,54.43,65.01,63.27,60.9
9830.T,,,,,
TUI1.DE,,,,,
TSN,2024-12-28,51.18,54.32,67.36,57.62
UBSG.SW,,,,,
URW.AS,,,,,
UN01.DE,,,,,
486.HK,,,,,
UPM.HE,,,,,
5347.TW,,,,,
VREX,2025-01-03,55.31,57.78,59.45,57.51
VVC,,,,,
VRSK,2024-09-30,44.13,50.82,61.86,52.27
VIIA3.SA,,,,,
VOE,,,,,
VOW.DE,,,,,
VMC,2024-09-30,47.95,57.37,64.99,56.77
WFRD,2024-12-31,65.5,60.55,61.63,62.56
WBD.MI,,,,,
WELL,2024-12-31,55.89,51.29,61.06,56.08
ZAL.DE,,,,,
4205.T,,,,,
ABG.JO,,,,,
4401.T,,,,,
300886.SZ,,,,,
5852.T,,,,,
AIXA.DE,,,,,
AKSO.OL,,,,,
ACI,2024-11-30,57.4,65.83,55.63,59.62
ALD.PA,,,,,
ALRS,2024-09-30,74.02,74.87,76.09,74.99
2384Z.L,,,,,
3951.T,,,,,
1852.T,,,,,
ASY.PA,,,,,
AY,2024-09-30,82.07,62.53,68.32,70.97
ATO,2024-12-31,50.75,63.04,70.32,61.37
AVNT,2024-09-30,94.08,98.75,86.76,93.2
CAR,2024-12-31,64.41,56.47,63.23,61.37
BPCL.BO,,,,,
BIM.PA,,,,,
688363.SZ,,,,,
BPE.MI,,,,,
CPI.L,,,,,
CGCBV.HE,,,,,
CAS.TO,,,,,
CAV1V.HE,,,,,
CERV.MI,,,,,
CEZ,,,,,
CC,2024-09-30,58.6,57.47,60.07,58.71
1904.TW,,,,,
1314.TW,,,,,
CD,2023-06-30,79.61,82.91,75.83,79.45
CRBN.AS,,,,,
CSAN3.SA,,,,,
CPALL.BK,,,,,
9933.TW,,,,,
COH.JO,,,,,
DAN,2024-09-30,65.8,63.4,60.86,63.35
DANGCEM,,,,,
4635641Z.PA,,,,,
DVT.PA,,,,,
DFDS.CO,,,,,
4461.T,,,,,
DKSH.SW,,,,,
DRW3.DE,,,,,
DSV.CO,,,,,
6957697Z.L,,,,,
1476.TW,,,,,
ELI.BR,,,,,
EMP/A.TO,,,,,
ETSY,2024-09-30,62.41,63.17,59.54,61.71
8028.T,,,,,
EO.PA,,,,,
FUNO11.MX,,,,,
FGEN,,,,,
FSKRS.HE,,,,,
FOSL,,,,,
FEC.TO,,,,,
600660.SZ,,,,,
8424.T,,,,,
G,,,,,
1663400Z.L,,,,,
GIL.TO,,,,,
GILD,,,,,
GOGL,,,,,
GPK,,,,,
ENO.MC,,,,,
GBT.PA,,,,,
1580196D,,,,,
4544.T,,,,,
8242.T,,,,,
101.HK,,,,,
HMS.ST,,,,,
1000505D,,,,,
004800.KS,,,,,
ICFI,2024-09-30,78.75,96.7,73.31,82.92
IPX.L,,,,,
INCH.L,,,,,
IOSP,2024-09-30,67.35,73.63,62.95,67.98
049070.KS,,,,,
RANI3.SA,,,,,
2593.T,,,,,
3086.T,,,,,
JHG,2024-09-30,55.16,73.53,72.31,67
9201.T,,,,,
7182.T,,,,,
6178.T,,,,,
0390842D.L,,,,,
9858514Z.BO,,,,,
6632.T,,,,,
KSU,2020-12-31,50.28,60.42,62.16,57.62
KMGZ,,,,,
683.HK,,,,,
2809.T,,,,,
KRC,2024-12-31,60.64,62.42,65.77,62.94
6600.T,,,,,
KLOVB.ST,,,,,
140362Z.ST,,,,,
KOP,2024-09-30,56.18,68.54,74.35,66.36
KOS,2024-09-30,74.19,74.28,66.93,71.8
1861.T,,,,,
6971.T,,,,,
7914.T,,,,,
226562Z.PA,,,,,
LFUS,2024-09-28,54.34,63.13,64.64,60.7
M,2024-11-02,57.57,71.17,63.62,64.12
EMG.L,,,,,
224475Z.PA,,,,,
MRCO.BO,,,,,
MKC,2024-11-30,63.81,56.19,69.47,63.16
MLCO,2024-09-30,47.03,59.17,66.81,57.67
425.HK,,,,,
4508.T,,,,,
5192.T,,,,,
2201.T,,,,,
MSCI,2024-12-31,56.03,61.79,71.85,63.22
LABL,2019-03-31,56.98,68.32,65.89,63.73
7988.T,,,,,
NLFSK.CO,,,,,
2002.T,,,,,
2897.T,,,,,
TYRES.HE,,,,,
NOEJ.DE,,,,,
NRS.OL,,,,,
NTR.TO,,,,,
3861.T,,,,,
ORP.PA,,,,,
PTR.MI,,,,,
PYPL,2024-12-31,52.52,55.22,59.81,55.85
PHOR,,,,,
PSK.TO,,,,,
PVH,2024-11-03,56.33,72.11,65.95,64.8
QDT.PA,,,,,
4755.T,,,,,
RAND.AS,,,,,
1062602Z.L,,,,,
3656749Z.BO,,,,,
2243113Z,,,,,
RHIM.L,,,,,
RBOS.DE,,,,,
RHI,2024-12-31,49.68,55.23,58.18,54.36
ROTH.PA,,,,,
SAHOL.IS,,,,,
SABIC,,,,,
SCYR.MC,,,,,
SATERZ.SZ,,,,,
SCATC.OL,,,,,
SHA.DE,,,,,
SDRLF,,,,,
NOW,2024-12-31,50.29,50.21,61.55,54.02
SHOP.TO,,,,,
4004.T,,,,,
SIG.L,,,,,
8040Z,,,,,
SRBNK.OL,,,,,
SKI.AX,,,,,
SPT.L,,,,,
4203.T,,,,,
SUN,2024-12-31,55.33,61.71,63.51,60.18
2387.TW,,,,,
SGY.TO,,,,,
7269.T,,,,,
SML.NZ,,,,,
SNPS,2024-10-31,46.73,53.25,65.38,55.12
ISCTR.IS,,,,,
8233.T,,,,,
TLX.DE,,,,,
7740.T,,,,,
1198568D,,,,,
TEKNF.TO,,,,,
9504.T,,,,,
0214516D,,,,,
0610241D,,,,,
TMO,2024-09-28,58.85,73.05,60.26,64.05
THULE.ST,,,,,
TIF,2020-10-31,68.2,68.58,64.49,67.09
TTAN.BO,,,,,
TOKMAN.HE,,,,,
8439.T,,,,,
5423.T,,,,,
8804.T,,,,,
1720.T,,,,,
TSS,2019-06-30,62.2,69.05,67.41,66.22
THL.NZ,,,,,
6371.T,,,,,
5949.T,,,,,
7254.T,,,,,
USFD,2024-12-28,59.32,64.06,66.98,63.45
1229430D,,,,,
VMUK.L,,,,,
VTY.L,,,,,
VTR.PA,,,,,
VEBM11.SA,,,,,
3105.TW,,,,,
WLN.PA,,,,,
2359.SZ,,,,,
3136319Z,,,,,
7294.T,,,,,
4689.T,,,,,
ADANIGR.BO,,,,,
ADSEZ.BO,,,,,
ADANI.BO,,,,,
ADANIT.BO,,,,,
ADDTB.ST,,,,,
AAP,2024-10-05,43.7,51.42,63.43,52.85
8905.T,,,,,
AKS,2019-12-31,62.97,69.16,70.2,67.44
AQN.TO,,,,,
LNT,2024-09-30,58.83,72.42,76.28,69.18
AIG,2024-12-31,41.79,56.24,52.64,50.22
AMGO.L,,,,,
APH,2024-12-31,49.68,53.18,61.24,54.7
AEFES.IS,,,,,
APAM.AS,,,,,
AAOI,2024-09-30,67,75.16,73.26,71.81
ARMK,2024-12-27,40.12,54.28,62.06,52.15
AC*.MX,,,,,
ATZ.TO,,,,,
0257540Z,,,,,
3333.T,,,,,
ASML.AS,,,,,
AUB.PA,,,,,
211642Z.PA,,,,,
AUSS.OL,,,,,
1017411D.DE,,,,,
AUTO.L,,,,,
AYDEM.IS,,,,,
BIDU,2024-09-30,58.22,64.67,71.48,64.79
19963Z,,,,,
BLDP.TO,,,,,
BAMI.MI,,,,,
BIDI4.SA,,,,,
BYW6.DE,,,,,
2588.HK,,,,,
BXP,2024-09-30,70.27,55.04,64.59,63.3
BSX,2024-09-30,76.08,60.95,57.6,64.88
BC.MI,,,,,
CDNS,2024-09-30,49.76,52.58,65.2,55.85
CAE.TO,,,,,
2229.T,,,,,
CRL.MI,,,,,
GIB/A.TO,,,,,
1378.HK,,,,,
1088.HK,,,,,
CITIC.SZ,,,,,
CTXS,2022-03-31,71.03,72.22,71.32,71.52
CLH,2024-09-30,48.64,67.96,67.27,61.29
KOFUBL.MX,,,,,
COMM,2024-09-30,57.21,59.55,69.44,62.07
CNDT,2024-09-30,80.97,72.99,66.89,73.62
3981012Z.CO,,,,,
8111838Z.L,,,,,
GLW,2024-12-31,58.56,62.49,61.62,60.89
192820.KS,,,,,
COTY,2024-12-31,52.47,51.09,58.97,54.17
CRA1V.HE,,,,,
CE.MI,,,,,
0047417D,,,,,
4751.T,,,,,
5875038Z.T,,,,,
DALBHARA.BO,,,,,
DAR,2024-09-30,79.9,73.97,59.1,70.99
1012Z.AS,,,,,
DPH.L,,,,,
002384.SZ,,,,,
DUST.ST,,,,,
DWS.DE,,,,,
6251.TW,,,,,
5054325Z,,,,,
9020.T,,,,,
4289765Z.L,,,,,
0059748D,,,,,
1082Z.MC,,,,,
ESLT.TA,,,,,
ELK.OL,,,,,
ELTEL.ST,,,,,
EDV.L,,,,,
ENOG.L,,,,,
ENJSA.IS,,,,,
EPIA.ST,,,,,
ERA.PA,,,,,
6859.T,,,,,
EURN.BR,,,,,
EUCAR.PA,,,,,
EXLS,2024-09-30,67.35,71.68,66.82,68.62
4921.T,,,,,
4904.TW,,,,,
FRT,2024-12-31,54.14,51.45,56.64,54.08
RACE,2024-06-30,63.33,62.39,66.23,63.98
FFA.JO,,,,,
FNV.TO,,,,,
FDP,2024-09-27,66.06,74.8,62.16,67.67
7260.T,,,,,
8354.T,,,,,
5970.T,,,,,
0518736D,,,,,
1305190D.L,,,,,
0979529D.IS,,,,,
SIBN,2024-09-30,50.34,66.41,55.16,57.3
GEI.TO,,,,,
GGS.DE,,,,,
GLB.L,,,,,
787.HK,,,,,
1783974D.T,,,,,
3443.TW,,,,,
GPL.BO,,,,,
GMT.NZ,,,,,
3692594Z.PA,,,,,
BBTG11.SA,,,,,
1448Z.MI,,,,,
5989.T,,,,,
2HRA.DE,,,,,
HSIC,2024-09-28,56.32,62.12,59.59,59.34
RMS.PA,,,,,
HPOLB.ST,,,,,
9086.T,,,,,
HWM,2024-12-31,59.89,64.34,66.98,63.74
298050.KS,,,,,
011210.KS,,,,,
2337.T,,,,,
OCS.PA,,,,,
IGG.L,,,,,
9119.T,,,,,
INF.L,,,,,
IENOVA*.MX,,,,,
NSIT,2024-12-31,58.13,61.69,57.23,59.02
IPL.TO,,,,,
MYPK3.SA,,,,,
ITV.L,,,,,
J,2024-12-27,62.2,57.75,68.86,62.94
7181.T,,,,,
8952.T,,,,,
JD,2024-09-30,52.8,53.43,61.86,56.03
JSLG3.SA,,,,,
4047.T,,,,,
KIMBERA.MX,,,,,
9375.T,,,,,
KBX.DE,,,,,
4967.T,,,,,
120110.KS,,,,,
1062Z.OL,,,,,
KOA.OL,,,,,
0495037D.T,,,,,
9142.T,,,,,
LNZ,,,,,
1346.HK,,,,,
LIO.L,,,,,
LPP,,,,,
LYFT,2024-12-31,60.65,58.87,58.89,59.47
MNG.L,,,,,
2337.TW,,,,,
MG.TO,,,,,
MT.MI,,,,,
MAVI.IS,,,,,
MPL.AX,,,,,
MDP,2020-12-31,67.58,65.46,69.74,67.59
MRN.PA,,,,,
MTA.JO,,,,,
MSTR,2024-09-30,50.23,67.79,59.79,59.27
0869232D,,,,,
0090246D,,,,,
MAB.L,,,,,
8802.T,,,,,
MTSS,,,,,
MHK,2024-09-28,61.55,58.17,68.55,62.76
975.HK,,,,,
2264.T,,,,,
MTH.JO,,,,,
MOVI3.SA,,,,,
MTC.BK,,,,,
MTRS.ST,,,,,
8046.TW,,,,,
002350.KS,,,,,
